name;description;alteration;property;power;special;source;rarity;critical;implement_group;location;weapon_groups;armor_categories;object_levels
Bâton du voyageur;Ce bâton rougeoyant semble avoir vu du pays et bien des époques, et il vous offre autant d'occasions de voyager.;jets d'attaque et jets de dégâts;Chaque fois que vous vous décalez, vous pouvez au lieu de cela vous téléportez du même nombre de cases.;Rencontre ♦ téléportation : action libre. Déclencheur : vous vous téléportez en utilisant un pouvoir de téléportation psionique. Effet : vous vous téléportez du nombre de cases dont vous vous êtes téléportez avec le pouvoir en question.;"";Manuel des Joueurs 3;uncommon;vous téléportez la cible de 2 cases par point de bonus d'altération;Bâtons;Focaliseur;"";"";5, 10, 15, 20, 25, 30
Bâton magique;Un bâton ordinaire, enchanté pour canaliser l'énergie arcanique.;jets d'attaque et jets de dégâts;"";"";"";Manuel des Joueurs 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";1, 6, 11, 16, 21, 26
Bâton mnémonique;Les glyphes gravés sur ce bâton évoquent sa capacité à raviver le souvenir de secrets.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +2 aux tests de connaissance des monstres.;Quotidien : action mineure. Échangez un pouvoir que vous avez préparé contre un autre pouvoir de niveau inférieur ou égal de votre grimoire. Chacun des pouvoirs doit également être d'un niveau inférieur ou égal à celui du bâton.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Bâton tonnerre;Ce bâton couvert de rune émet des roulements de tonnerre qui blessent les ennemis et les renversent à terre.;jets d'attaque et jets de dégâts;"";Quotidien ♦ tonnerre : action libre. Utilisez ce pouvoir quand un de vos pouvoir est censé pousser une ou plusieurs créatures. Au lieu de les pousser, le pouvoir les met à terre et leur inflige à chacune xd6 dégâts de tonnerre, x étant égal au nombre de cases dont vous auriez dû normalement pousser chacune d'elles.<br>Niveau 13 ou 18 : xd8 dégâts de tonnerre.<br>Niveau 23 ou 28 : xd10 dégâts de tonnerre.;"";Manuel des Joueurs 1;uncommon;+1d8 dégâts de tonnerre par point de bonus d'altération;Bâtons;Focaliseur;"";"";8, 13, 18, 23, 28
Bâton utilitaire;Véritable bénédiction pour tous les magiciens pragmatiques, ce bâton augmente la portée des sorts utilitaires.;jets d'attaque et jets de dégâts;Vous augmentez la portée de vos pouvoirs utilitaires arcaniques d'un nombre de cases égal au bonus d'altération de ce bâton.;"";"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Bâtons;Focaliseur;"";"";2, 7, 12, 17, 22, 27
Baudrier barbelé;Des barbillons crochu jaillissent de ce baudrier à volonté, blessant ceux qui tentent de vous étreindre.;"";Les ennemis qui vous étreignent subissent 1d8 dégâts au début de votre tour de jeu.<br>Niveau 15: 2D8 dégâts.<br>Niveau 25: 3d8 dégâts.;"";"";Le Comptoir de l'Aventure 1;common;"";"";Taille;"";"";5, 15, 25
Baudrier de bravoure;Ce magnifique baudrier récompense les actions décisives.;"";Lorsque vous dépensez un point d'action, vous bénéficiez d'un bonus d'objet de +3 aux jets de sauvegarde, d'un bonus d'objet de +1 aux jets d'attaques, et d'un bonus d'objet de +1 à toutes les défenses. Ces bonus perdurent  jusqu'à la fin de votre tour de jeu suivant.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Taille;"";"";21
Baudrier de positionnement tactique;Ce baudrier vous donne un meilleur contrôle du champs de bataille en vous aidant à prendre vos ennemis en défaut.;"";"";Rencontre: action mineure. Choisissez une case qui vous est adjacente. Jusqu'à la fin de votre tour de jeu suivant, cette case compte comme un allié dans le cadre de la prise en tenaille.<br>Niveau 18: vous pouvez utilisez ce pouvoir deux fois par rencontre.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Taille;"";"";8, 18
Baudrier défensif;Ce baudrier serti de marcassite rend votre égide défensive plus efficace.;"";Lorsque vous utilisez votre égide défensive pour réduire les dégâts infligés à un allié, vous gagnez des points de vie temporaires égaux aux dégâts que vous avez annulés.;"";"";Le Comptoir de l'Aventure 2;common;"";"";Taille;"";"";19
Baudrier des prémices;Cette ceinture au contact rugueux semble enduite des sables du temps.;"";Lorsque vous obtenez un 20 naturel à un test d'Initiative, vous gagnez une action de mouvement supplémentaire au premier tour de jeu de la rencontre.<br>Niveau 16 : vous gagnez en fait une action simple supplémentaire.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Taille;"";"";6, 16
Baudrier offensif;Ce baudrier en cuir gris vous permet de supplanter votre ennemi quand vous recourez à votre égide offensive.;"";Lorsqu'un ennemi déclenche votre pouvoir égide offensive, vous pouvez le faire glisser de 1 case puis vous téléporter dans l'espace libéré au lieu de vous téléporter dans une case qui lui est adjacente.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Taille;"";"";11
Bésicles de l'arcaniste;Ces lunettes exacerbent votre sensibilité aux nuances subtiles de la magie.;"";Vous bénéficiez d'un bonus d'objet de +3 aux tests d'Arcanes visant à détecter la magie.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Tête;"";"";3
Bésicles de visée;Bien que ces lunettes de cuir aient des lentilles noires, elles affûtent votre vision lorsque vous attaquez à distance.;"";Vous bénéficiez d'un bonus d'objet de +1 aux jets d'attaque de base à distance.<br>Niveau 12 : bonus d'objet de +2.<br>Niveau 22 : bonus d'objet de +3.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Tête;"";"";2, 12, 22
Bottes ailées;Ces bottes enchantées vous protègent des dégâts de chute et peuvent être activées pour vous permettre de voler pour un court laps de temps.;"";Vous ne subissez pas de dégâts de chute et retombez toujours sur vos pieds.;Quotidien : action de mouvement. Vous pouvez voler sur un nombre de cases égal à votre vitesse de déplacement. À la fin de votre tour de jeu, vous redescendez en douceur au sol si vous n'aviez pas encore atterri.;"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";13
Bottes bondissantes;Ces bottes de toile légères sont parfaites pour les athlètes, décuplant la distance de leurs sauts.;"";Vous bénéficiez d'un bonus d'objet de +2 aux tests d'Athlétisme pour sauter.;Rencontre : action de mouvement. Vous effectuez un test d'Athlétisme pour sauter comme si bénéficiez d'une course d'élan. Vous ajoutez 3 à la distance parcourue pour un saut en longueur, ou 2 cases pour un saut en hauteur.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Pieds;"";"";6
Bottes collets;Vous activez mentalement ces bottes en peau de lapin pour qu'elles vous placent en position avantageuse.;"";Vous bénéficiez d'un bonus d'objet de +2 aux tests d’Athlétisme.;Quotidien ♦ téléportation: action de mouvement. Téléportez vous dans une case adjacente à une créature qui vous est adjacente.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";15
Bottes d'acrobate;Ces bottes enchantées accroissent vos qualités acrobatiques.;"";Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Acrobaties.;À volonté : action mineure. Si vous êtes à terre, vous vous relevez.;"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";2
Bottes d'araignée;Ces bottes enchantées améliorent votre capacité d'escalade.;"";Lorsque que vous effectuez un test d'Athlétisme pour escalader, vous pouvez grimper à une hauteur de votre vitesse de déplacement normale eu lieu de la moitié de votre VD.;Quotidien : action de mouvement. Durant cette action de mouvement, vous vous déplacez avec votre VD d'escalade égale à votre vitesse de déplacement.;"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";5
Bottes d'arpenteur des océans;Grâce à ces bottes en toile cirée qui vous montent jusqu'aux cuisses, l'eau n'est plus un obstacle.;"";Vous bénéficiez d'un d'un bonus d'objet de +1 à la VD. Vous pouvez vous déplacer sur les surfaces liquide horizontales et vous y tenir comme s'il s'agissait de terre ferme. Toutefois, vous subissez tout à fait normalement les dégâts infligés par les surfaces liquides dangereuses sur lesquelles vous vous tenez (comme l'acide ou la lave).;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";14
Bottes d'arpenteur des vagues;Ces bottes enchantées vous permettent de marcher à la surface d'un liquide comme s'il s'agissait de la terre ferme.;"";Si vous commencez votre tour de jeu sur une surface solide, vous pouvez vous déplacer sur une surface liquide comme s'il s'agissait d'un terrain normal. Si vous êtes toujours sur ce liquide à la fin de votre tour de jeu suivant, vous tombez dedans.;Quotidien : action mineure. Vous pouvez vous déplacer sur une surface liquide comme s'il s'agissait d'un terrain normal jusqu'à la fin de la rencontre.;"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";4
Bottes d'assaut;Ces bottes de mailles vous permettent de renverser l'ennemi quand vous lui assénez un coup sévère.;"";Lorsque vous réussissez un coup critique avec une arme de corps à corps, votre cible se retrouve à terre.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";12
Bottes d'élan;Ces bottes enchantées améliorent votre vitesse de déplacement quand vous portez une armure légère ou pas d'armure du tout, mais elles accroissent en plus votre capacité de saut.;"";Vous bénéficiez d'un bonus d'objet de +1 en vitesse de déplacement quand vous portez une armure légère ou pas d'armure du tout.<br>Vous bénéficiez d'un bonus d'objet de +2 aux tests d'Athlétisme pour sauter.;"";"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";14
Bottes d'embrasement;Les flammes alimentent ces bottes en fer calciné.;"";"";Quotidien ♦ arcanique, feu , téléportation: action de mouvement. Téléportez vous de 6 cases. Toutes les créatures situées dans un rayon de 1 case de vous avant votre téléportation subissent 2d8 dégâts de feu.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";14
Bottes d'enjambée infinie;Ces bottes enchantées vous permettent de vous téléporter une fois par jour.;"";Vous bénéficiez d'un bonus d'objet de +1 en vitesse de déplacement.;Quotidien ♦ téléportation : action de mouvement. Vous vous téléportez à une distance maximale de 1,5 km (ligne de mire et ligne d'effet avec la destination sont requises).;"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";28
Bottes d'entrain;Vos pieds sont pleins d'allant dans ces belles bottes en brocard.;"";"";Rencontre: action libre. Utilisez ce pouvoir durant votre tour de jeu pour entreprendre une action de mouvement supplémentaire;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";6
Bottes d'équilibre;Ces bottes enchantées démultiplient vos qualités acrobatiques.;"";Vous bénéficiez d'un bonus d'objet de +5 aux tests d'Acrobaties.;Quotidien : action libre. Refaites un test d'Acrobaties que vous venez juste d'effectuer. Utilisez le nouveau résultat.;"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";22
Bottes d'équitation;Ces élégantes bottes montantes vous donnent fière allure lorsque vous chevauchez.;"";Quand vous chevauchez une monture, cette dernière bénéficiez d'un bonus d'objet de +1 à la VD.;"";"";Le Comptoir de l'Aventure 2;common;"";"";Pieds;"";"";4
Bottes d'escapade;Ces bottes de belles facture vous permettent d'éviter habilement les entraves.;"";Vous bénéficiez d'un bonus d'objet de +2 aux jets de sauvegarde contre les effets qui ralentissent, immobilisent ou maîtrisent.;Rencontre: action mineure. Effectuez un jet de sauvegarde contre un effet ralentissant, immobilisant ou maîtrisant qu'une sauvegarde est en mesure d'annuler.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";6
Bottes d'inerties naine;Rien ne peut se dresser en travers de votre route quand vous portez ces bottes.;"";Vous bénéficiez d'un bonus de +4 à tous les tests de compétences exigés par un terrain spécial (généralement Athlétisme ou Acrobatie).<br>Lorsque vous êtes victime d'un déplacement forcé (qu'on vous pousse, tire ou fasse glisser), vous pouvez réduire de 1 case la distance qui vous est imposée. Cette propriété se cumule avec le trait racial nain Ancré dans le sol.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";18
Bottes de charge;Chargez sans grand risque avec ces bottes en cuir clouté.;"";Suite à une charge, vous vous décalez de 1 case avant la fin de votre tour de jeu.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";2
Bottes de chat;Ces bottes enchantées réduisent les dégâts des chutes et améliorent vos compétences acrobatiques et athlétiques.;"";Lorsque vous tombez ou sautez depuis une hauteur, vous subissez seulement la moitié des dégâts de chute normaux et atterrissez toujours sur vos pieds.;Quotidien : action libre. Vous bénéficiez d'un bonus de pouvoir de +5 à votre prochain test d'Acrobaties ou d'Athlétisme.;"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";3
Bottes de danse;Ces bottes décorées vous font bondir et virevolter hors de danger.;"";Vous bénéficiez d'un bonus de +1 en Réflexes.<br>Vous ne donnez pas d'avantage de combat lorsque vous êtes hébété.;Quotidien: action mineure. Vous bénéficiez d'un bonus de pouvoir de +5 aux test d'Acrobaties et d'Athlétisme jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";11
Bottes de déplacement rapide;Grâce à ces bottes de cuir lustré, il est difficile de vous ralentir.;"";"";Rencontre : réaction immédiate. Déclencheur : un effet vous ralentit. Effet : vous effectuez un jet de sauvegarde contre l'effet en question. En cas de réussite, l'effet prend fin.<br>Quotidien : action mineure. Vous bénéficiez d'un bonus de pouvoir de +1 à la VD jusqu'à la fin de la rencontre.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Pieds;"";"";5
Bottes de détresse;Quand vous êtes blessé, ces bottes deviennent pourpres et vibrent légèrement.;"";Vous bénéficiez d'un bonus d'objet de +2 à la VD lorsque vous êtes en péril.;Quotidien: réaction immédiate. Utilisez ce pouvoir lorsque vous vous retrouvez en péril. Décalez-vous d'un nombre de cases égal à la moitié de votre VD;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";9
Bottes de foulée dimensionnelle;Vous vous engagez dans une étroite faille spatiale et reparaissez aussitôt à quelques mètres de là.;"";Vous bénéficiez d'un bonus de +1 en Réflexes.;Rencontre ♦ téléportation: action de mouvement. Téléportez-vous de 2 cases. Si vous disposez de vos points de vie maximums, vous vous téléportez en fait d'un nombre de cases égal à votre VD.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";18
Bottes de friction;Ces solides bottes métalliques s'accrochent au sol lorsqu'on vous déplace contre votre gré.;"";Lorsque l'on vous tire, pousse ou fait glisser, réduisez la distance correspondante de 2 cases.;Quotidien: action libre. Utilisez ce pouvoir lorsque vous êtes soumis à un déplacement forcé. Au lieu de l'effet prévu, décalez-vous du même nombre de cases.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";18
Bottes de furtivité;Les semelles en cuir et la fourrure intérieur de ces bottes souples étouffent le bruit de vos pas.;"";Vous bénéficiez d'un bonus d'objet de +2 aux test de Discrétion.<br>Niveau 13: bonus d'objet de +4.<br>Niveau 23: bonus d'objet de +6.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";3, 13, 23
Bottes de grands pas;Ces bottes enchantées améliorent votre vitesse de déplacement quand vous portez une armure légère ou pas d'armure du tout.;"";Vous bénéficiez d'un bonus d'objet de +1 en vitesse de déplacement quand vous portez une armure légère ou pas d'armure du tout.;"";"";Manuel des Joueurs 1;uncommon;"";"";Pieds;"";"";9
