"Titre";"Catégorie de talents";"Aptitude";"Aptitude raciale";"Talent";"Pouvoir";"Autre prérequis";"Compétences";"Classe";"Race";"Avantage";"Stats";"Source";"Errata"
"Lézard cerbère";"Héroïque";"Maîtrise des bêtes";;;;;;"Rôdeur";;"(Lézard) Votre compagnon bestial bénéficie d'un bonus de +2 aux jets de sauvegarde. Quand votre compagnon bestial agit indépendamment, il n'est pas obligé de vous être adjacent, mais il doit rester dans un rayon de 10 cases. En outre, s'il touche une créature avec une attaque de base de corps à corps, celle-ci subie 5 dégâts si elle s'éloigne de compagnon bestial avant la fin de son propre tour de jeu suivant.";;"Art de la Guerre 2";"Aucun"
"Liberté Martiale";"Héroïque";;;;;;;"Guerrier, Maître de guerre, Rôdeur, Voleur";;"Vous bénéficiez d'un bonus de +5 aux jets de sauvegarde contre les états préjudiciables immobilisé et ralentie.";"Sag 13";"Art de la Guerre 1";"Aucun"
"Lien de la lame élémentaire";"Héroïque";;;;;;;"Mage d’armes";;"Lorsque vous utilisez un pouvoir de mage d'arme qui a le mot clé acide, électricité, feu, froid ou tonnerre, vous bénéficiez d'un bonus de talent de +1 à jets de dégâts. Ce bonus passe à +2 au niveau 11 et à +3 au niveau 21.";;"Secret des Arcanes";"Aucun"
"Lien de prédation";"Héroïque";;;;"Égide de prédation";;;"Mage d’armes";;"Lorsque vous utilisez votre égide de prédation pour téléporter un ennemi, cet ennemi est également ralenti jusqu'à la fin de votre tour de jeu suivant.";;"Secret des Arcanes";"Aucun"
"Lien désincarné défensif";"Héroïque";"Lien désincarné";;;;;;"Limier";;"Quand vous utilisez votre second souffle, un allié qui vous est adjacent bénéficie d'un bonus de +2 à toutes les défenses jusqu'au début de votre tour de jeu suivant.";;"Manuel des Joueurs 3";"Aucun"
"Lien mental de groupe";"Héroïque";;;;;;;;"Kalashtar";"Vous êtes en mesure de faciliter les conversations entre tous vos alliés. Tout allié situé à portée de votre télépathie peut communiquer avec vous et avec tout autre allié lui aussi à porté e votre télépathie.";;"Eberron";"Aucun"
"Lien renforcé";"Héroïque";"Lien du limier";;;;;;"Limier";;"Quand vous êtes en péril pour la première fois d'une rencontre, vous regagnez l'usage de votre pouvoir de lien du limier si vous l'avez déjà utilisé.";;"Manuel des Joueurs 3";"Aucun"
"Lignage ascendant";"Parangonique";;;;;;;;"Déva";"Quand vous utilisez votre pouvoir racial mémoire d'un millier de vies, et que le jet qui l'a déclenché échoue quand même, vous ne dépensez pas mémoire d'un millier de vies. Toutefois, vous ne pouvez pas utiliser ce pouvoir jusqu'au début de votre prochain tour de jeu suivant.";;"Manuel des Joueurs 2";"Aucun"
"Lignage prometteur";"Héroïque";;;;;;;;"Déva";"Quand vous utilisez votre pouvoir racial mémoire d'un millier de vies, vous ajoutez 1d8 au jet qui en déclenche l'utilisation au lieu d'1d6.";;"Manuel des Joueurs 2";"Aucun"
"Linceul féerique";"Héroïque";"Parole inspiratrice";;;;;;"Maître de Guerre";"Gnome";"Lorsque vous utilisez parole inspiratrice, la cible dispose d'un camouflage jusqu'à la fin de votre tour de jeu suivant.";"Int 13";"Art de la Guerre 2";"Aucun"
"Linguiste";"Héroïque";;;;;;;;;"Choisissez trois langues. Vous parlez, lisez et écrivez désormais ces langues couramment.Spécial : vous pouvez prendre ce talent plusieurs fois en choisissant trois nouvelles langues à chaque fois.";"Int 13";"Manuel des Joueurs 1";"Aucun"
"Loup sauvage";"Héroïque";"Maîtrise des bêtes";;;;;;"Rôdeur";;"(Loup) Votre compagnon bestial bénéficie d'un bonus de +2 aux jets de sauvegarde. Quand votre compagnon bestial agit indépendamment, il n'est pas obligé de vous être adjacent, mais il doit rester dans un rayon de 10 cases. En outre, s'il touche une créature avec une attaque de base de corps à corps, la cible se retrouve à terre.";;"Art de la Guerre 2";"Aucun"
"Lumière du défi";"Parangonique";"Parole du défi";;;;;;"Prêtre des runes";;"Vous bénéficiez d'une résistance nécrotique et d'une résistance radiante 5, ainsi que d'un bonus de +1 aux jets d'attaque de vos pouvoirs de prêtre des runes contre des cibles vulnérables aux dégâts radiants.";;"Manuel des Joueurs 3";"Aucun"
"Lumière intérieure";"Domaine Divin";"Conduit divin";;;;;;"Invocateur, Paladin, Prêtre, Prêtre des runes, Vengeur";;"Vous gagnez le pouvoir de conduit divin lumière intérieure.";;"Eberron";"Aucun"
"Magie courroucée";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";"Tieffelin";"Lorsque vous ratez avec un pouvoir d’attaque arcanique, vous pouvez utilisez votre pouvoir racial de Courroux Infernal au prix d’une action libre. Vous bénéficiez des avantages du Courroux Infernal contre la cible que vous avez ratée au lieu d’un ennemi qui vous a touché. Considérer cette cible comme l’ennemi qui vous a touché pour les besoins des autres talents et capacités modifiant les effets du Courroux Infernal.";;"Secret des Arcanes";"01/2013"
"Magie de l'orage";"Héroïque";"Magie des tempêtes";;;;;;"Ensorceleur";;"Lorsque vous utilisez un pouvoir arcanique qui a le mot-clé électricité ou tonnerre, vous bénéficiez d’un bonus de talent de +1 à vos jets de dégâts. Lorsque vous êtes en péril, ce bonus passe à +2.Au niveau 11, ce bonus passe à +2 (ou +4 lorsque vous êtes en péril). Au niveau 21, il passe à +3 (ou +6 en péril).";"Con 13, Dex 13";"Secret des Arcanes";"Aucun"
"Magie des brumes";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";"Gnome";"Lorsque vous utilisez votre pouvoir racial effacement, effectuer une attaque avec un pouvoir arcanique ne termine pas l'effet.";;"Secret des Arcanes";"Aucun"
"Magie des crocs";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";;"Chaque fois que vous touchez avec un pouvoir arcanique d'attaque à distance alors que vous êtes sous l'effet de votre pouvoir racial sauvagerie longue-dent, un ennemi adjacent à la cible subit 2 de dégâts. Ces dégâts passent à 4 au niveau 11 et à 6 au niveau 21.";;"Secret des Arcanes";"Aucun"
"Magie des éons";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";"Déva";"Lorsque vous utilisez votre pouvoir racial mémoire d'un millier de vies pour l'ajouter au jet d'attaque d'un pouvoir arcanique, vous bénéficiez d'un bonus de +1 au jet déclencheur.";;"Secret des Arcanes";"Aucun"
"Magie éladrine des épées";"Héroïque";;;;;;;"Magicien";"Éladrin";"Vous pouvez utilisez une épée longue comme focaliseur lorsque vous utilisez des pouvoirs de magiciens.";"Dex 13";"Secret des Arcanes";"Aucun"
"Magie prédatrice";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";;"Lorsque vous utilisez un pouvoir d'attaque arcanique de corps à corps tandis que vous êtes sous l'effet de votre pouvoir racial sauvagerie griffe-effilée, vous pouvez vous décaler d'une case au prix d'une action libre avant ou après avoir utilisé le pouvoir.";;"Secret des Arcanes";"Aucun"
"Mains de fer";"Parangonique";;"Mental d'acier";;;;;;"Githzerai";"Tant que vous êtes sous l'effet de votre mental d'acier, vous bénéficiez d'un bonus aux jets de dégâts de corps à corps égal à votre modificateur de Sagesse.";"Sag 13";"Manuel des Joueurs 3";"Aucun"
"Mains du guérisseurs";"Héroïque";"Imposition des mains";;;;;;"Paladin";;"Lorsque vous utilisez le pouvoir imposition des mains, l’allié affecté regagne un nombre de points de vie supplémentaire égal à votre modificateur de Charisme.";;"Manuel des Joueurs 1";"Aucun"
"Maître des bêtes Drow";"Héroïque";"Maîtrise des bêtes";;;;;;"Rôdeur";"Drow";"Votre compagnon bestial est immunisé contre l'effet de votre pouvoir racial Chape d'obscurité.";;"Art de la Guerre 1";"Aucun"
"Maître des bêtes elfique";"Héroïque";"Maîtrise des bêtes";;;;;;"Rôdeur";"Elfe";"Votre compagnon bestial ignore l'effet du terrain difficile quand il se décale.Vous pouvez utilisez votre pouvoir racial Précision elfique pour refaire un jet d'attaque que vous ou votre compagnon bestial avez effectué.";;"Art de la Guerre 1";"Aucun"
"Maître des bêtes humaine";"Héroïque";"Maîtrise des bêtes";;;;;;"Rôdeur";"Humain";"Votre compagnon bestial bénéficie d'un +1 à toutes les défenses.";;"Art de la Guerre 1";"Aucun"
"Maître du grondement de terre";"Héroïque";;;;;;;"Guerrier";"Genasi";"Vous bénéficiez d'un +1 aux jets d'attaque de votre pouvoir racial secousse sismique, et vous infligez des dégâts égaux à votre modificateur de Force aux ennemis qui se retrouvent à terre à cause du pouvoir.";;"Art de la Guerre 1";"Aucun"
"Maître en versatilité";"Parangonique";;;;;;;;"Demi-elfe";"Vous pouvez utilisez le pouvoir que vous avez choisi grâce à votre trait racial de dilettante comme un pouvoir à volonté.Si vous choisissez l'option de multiclassage parangonique (cf. Manuel des Joueurs, p.209), vous pouvez choisir aux niveau 11, 12 et 20 des pouvoirs de n'importe quelle classe et pas seulement de votre seconde classe. Vous pouvez aussi dépenser un point d'action pour regagner l'usage d'un pouvoir d'attaque de rencontre que vous avez déjà utilisé au cours de cette rencontre au lieu d'effecteur une action supplémentaire.";;"Manuel des Joueurs 2";"Aucun"
"Maître mélangeur";"Héroïque";;;;;;;"Façonneur";;"Vous êtes en mesure de produire des objets alchimiques de votre niveau +3 ou moins. Vous devez avoir la formule correcte et la compétence appropriée.Spécial : vous pouvez prendre ce talent à la place du talent Lanceur de Rituel que vous confère votre aptitude de classe.";;"Eberron";"Aucun"
"Maître ouvrier";"Héroïque";;;;;;;"Façonneur";;"Lorsque vous utilisez le rituel Enchantement d'objet pour produire un objet magique, vous êtes en mesure de créer un objet magique d'un niveau inférieur ou égal à votre niveau + votre modificateur d'Intelligence.";;"Eberron";"Aucun"
"Maître traqueur";"Héroïque";;;;;;"Formation Perception";"Rôdeur";;"Vous bénéficiez d'un bonus de +5 aux test de Perception visant à suivre une piste. Ajoutez 5 au DD des tests de Perception des créatures qui cherchent à suivre votre piste. Cet avantage peut s'appliquer à un maximum de 10 alliés voyageant avec vous.";"Sag 13";"Art de la Guerre 1";"Aucun"
"Maîtrise des grandes armes Goliath";"Héroïque";;;;;;;;"Goliath";"Vous êtes formé au maniement des armes simples à deux mains et des armes de guerre à deux mains et vous bénéficiez d'un bonus de talent de +2 aux dégâts avec ces armes. Au niveau 11, ce bonus passe à +3 , au niveau 21, il passe à +4.";;"Manuel des Joueurs 2";"Aucun"
"Maîtrise polyvalente";"Héroïque";;;;;;;;;"Choisissez un groupe d'armes et un type de focaliseurs. Vous bénéficiez d'un bonus de talent de +1 aux jets d'attaque quand vous utilisez une arme de ce groupe, mais aussi quand vous utilisez un focaliseur de ce type. Le bonus passe à +2 au niveau 11, et +3 au niveau 21.Spécial : vous pouvez prendre ce talent plusieurs fois, en choisissant à chaque fois un groupe d'armes et un type de focaliseurs différents.";;"Manuel des Joueurs 3";"01/2013"
"Malédiction dédoublé";"Parangonique";"Envoûtement";;;;;;"Sorcier";;"Lorsque vous utilisez votre aptitude de classe d'envoutement, vous pouvez maudire les deux ennemis les plus proches de vous.";;"Manuel des Joueurs 1";"Aucun"
"Malédiction du pourfendeur de démon";"Héroïque";"Alliance de malédiction";;;;;;"Invocateur";;"Si vous touchez une créature d'origine élémentaire avec votre pouvoir malédiction funeste, cette cible confère également un avantage de combat au prochain allié qui l'attaque avant la fin de votre tour de jeu suivant.";;"Intervention Divine";"Aucun"
"Malédiction infernale";"Héroïque";;;;;;;"Invocateur";"Tieffelin";"Lorsque vous utilisez votre pouvoir racial courroux infernal,toutes les attaques que vous effectuez jusqu'à la fin de votre tour de jeu suivant gagnent le mot-clé terreur.";;"Intervention Divine";"Aucun"
"Maniement d'arme";"Héroïque";;;;;;;;;"Vous êtes formé au maniement d’une arme de votre choix.Spécial : vous pouvez prendre ce talent plusieurs fois, en choisissant une nouvelle arme à chaque fois.";;"Manuel des Joueurs 1";"Aucun"
"Maniement des focaliseurs arcaniques";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";;"Choisissez un type de focaliseur associé avec n’importe quelle classe arcanique. Vous pouvez utiliser cette sorte de focaliseur avec vos pouvoirs arcaniques.Si ce focaliseur est également une arme, vous n’ajoutez pas le bonus de maniement de l’arme aux jets d’attaque effectués tandis que vous l’utilisez comme un focaliseur.";;"Secret des Arcanes";"01/2013"
"Maniement des focaliseurs supérieurs";"Héroïque";;;;;;;;;"Vous pouvez utilisez un focaliseur supérieur de votre choix, il doit être d'un type que vous êtes déjà capable d’utiliser.Spécial : vous pouvez prendre ce talent plusieurs fois, en choisissant à chaque fois un focaliseur supérieur différent.";;"Manuel des Joueurs 3";"Aucun"
"Maniement du bouclier (léger)";"Héroïque";;;;;;;;;"Vous êtes formé au maniement des boucliers légers.";"For 13";"Manuel des Joueurs 1";"Aucun"
"Maniement du bouclier (lourd)";"Héroïque";;;;;;;;;"Vous êtes formé au maniement des boucliers lourds.";"For 15";"Manuel des Joueurs 1";"Aucun"
"Manifestation de guérison";"Héroïque";;;;;;;"Barbare, Druide, Gardien, Limier, Shaman";"Genasi";"Lorsque vous utiliser un pouvoir racial genasi, vous gagnez 5 points de vie temporaires. Les points de vie temporaires passent à 10 au niveau 11 et à 15 au niveau 21. Si vous avez au moins deux manifestations élémentaires, les points de vie temporaires augmentent de 5.";;"Force de la Nature";"Aucun"
"Manifestation supplémentaire";"Héroïque";;;;;;;;"Genasi";"Choisissez une nouvelle manifestation élémentaire genasi : âme d'eau, âme de feu, âme d'orage, âme de terre ou âme de vent. Lorsque vous prenez un repos court ou un repos prolongé, vous pouvez adopter cette nouvelle manifestation élémentaire à la place de l'ancienne.Spécial : vous pouvez prendre ce talent plusieurs fois en choisissant une nouvelle manifestation à chaque fois. Lorsque vous prenez un repos court ou un repos prolongé, vous pouvez choisir de basculer vers n'importe laquelle des manifestations élémentaires que vous connaissez.";;"Royaume Oubliés";"Aucun"
"Manipulation de la substance des arcanes";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";"Éladrin";"Avant d’utiliser un pouvoir arcanique de zone ou de proximité, vous pouvez utilisez votre pouvoir racial Éclipse féerique au prix d’une action libre pour téléporter un allié plutôt que vous-même. Si vous le faites, choisissez un allié pris dans l’aire d’effet ciblée par le pouvoir arcanique et téléportez cet allié de 3 cases.";;"Secret des Arcanes";"Aucun"
"Manoeuvre de réserve";"Parangonique";;;;;;;;;"Choisissez un pouvoir d'attaque de rencontre de votre classe. Le pouvoir doit être d'un niveau égal ou inférieur au votre et vous ne devez pas l'avoir déjà. Quand vous regagnez l'usage de vos pouvoirs à la fin d'un repos, vous pouvez gagnez l'usage du pouvoir choisi au lieu de regagnez l'usage d'un pouvoir d'attaque de rencontre d'un niveau égal ou inférieur.Spécial: chaque fois que vous gagnez un niveau, vous pouvez échanger le pouvoir que avez choisi pour ce talent contre un autre pouvoir d'attaque de rencontre de votre classe. Le pouvoir doit être d'un niveau égal ou inférieur au votre et vous ne devez pas déjà l'avoir.";;"Manuel des Joueurs 2";"Aucun"
"Manteau curatif";"Héroïque";"Manteau flamboyant";;;;;;"Flamboyant";;"Chaque fois que vous dépensez une récupération, un allié situé dans le rayon de votre manteau flamboyant peut regagner 5 points de vie temporaires ou effectuer un jet de sauvegarde.";;"Manuel des Joueurs 3";"Aucun"
"Manteau de vivacité";"Héroïque";"Manteau flamboyant";;;;;;"Flamboyant";;"Pendant les rounds de surprise et le premier round normal d'une rencontre, vous et chaque allié qui débute son tour de jeu dans le rayon de votre manteau flamboyant bénéficiez d'un bonus de +2 à la VD.";;"Manuel des Joueurs 3";"Aucun"
"Manteau étendu";"Parangonique";"Manteau flamboyant";;;;;;"Flamboyant";;"Le rayon de votre manteau flamboyant passe à 10.";;"Manuel des Joueurs 3";"Aucun"
"Maraudeur dans l'ombre";"Héroïque";;;;;;;;"Gnome";"Quand vous ratez une attaque à distance ou une attaque de zone alors que vous êtes cachés, vous restez cachés.";;"Manuel des Joueurs 2";"Aucun"
"Marche assurée";"Héroïque";;;;;;;;;"Quand vous utilisez l'action de marche, vous pouvez ignorer 1 case de terrain difficile durant ce déplacement.";;"Manuel des Joueurs 3";"Aucun"
"Marque de l'élu";"Héroïque";;;;;;;;"Goliath";"La première fois à chaque rencontre que vous effectuez un jet de sauvegarde, lancez deux fois le dé et utilisez le résultat que vous préférez.";;"Manuel des Joueurs 2";"Aucun"
